Time/min,K-with epifluidics,K-without epifluidics,Time/min,Glu-with epifluidics,Glu-without epifluidics
18.2,5.26784,5.51703,18.2,93.89999,94.34
18.21667,5.26985,5.51949,18.21667,93.89388,94.29
18.23333,5.27185,5.52208,18.23333,93.88775,94.25
18.25,5.27386,5.52482,18.25,93.88161,94.3
18.26667,5.27586,5.52771,18.26667,93.87547,94.34
18.28333,5.27786,5.53076,18.28333,93.86931,94.35
18.3,5.27985,5.53396,18.3,93.86314,94.34
18.31667,5.28184,5.53733,18.31667,93.85697,94.36
18.33333,5.28383,5.54086,18.33333,93.85078,94.38
18.35,5.28582,5.54456,18.35,93.84458,94.38
18.36667,5.2878,5.54842,18.36667,93.83838,94.35
18.38333,5.28978,5.55244,18.38333,93.83216,94.25
18.4,5.29176,5.55662,18.4,93.82593,94.29
18.41667,5.29373,5.56093,18.41667,93.81969,94.32
18.43333,5.2957,5.56538,18.43333,93.81345,94.35
18.45,5.29767,5.56997,18.45,93.80719,94.34
18.46667,5.29964,5.57469,18.46667,93.80092,94.3
18.48333,5.3016,5.57955,18.48333,93.79464,94.31
18.5,5.30356,5.58452,18.5,93.78835,94.23
18.51667,5.30552,5.58962,18.51667,93.78205,94.21
18.53333,5.30748,5.59484,18.53333,93.77574,94.18
18.55,5.30944,5.60016,18.55,93.76942,94.25
18.56667,5.31139,5.6056,18.56667,93.76309,94.26
18.58333,5.31334,5.61116,18.58333,93.75675,94.27
18.6,5.3153,5.61685,18.6,93.7504,94.3
18.61667,5.31724,5.62264,18.61667,93.74403,94.36
18.63333,5.31919,5.62855,18.63333,93.73766,94.32
18.65,5.32113,5.63453,18.65,93.73128,94.3
18.66667,5.32307,5.64059,18.66667,93.72488,94.29
18.68333,5.32501,5.64669,18.68333,93.71848,94.57
18.7,5.32696,5.65283,18.7,93.71207,94.69
18.71667,5.32889,5.65899,18.71667,93.70564,94.81
18.73333,5.33083,5.66514,18.73333,93.6992,94.77
18.75,5.33277,5.67128,18.75,93.69276,94.9
18.76667,5.3347,5.67739,18.76667,93.6863,94.88
18.78333,5.33663,5.68348,18.78333,93.67983,94.79
18.8,5.33856,5.68961,18.8,93.67336,94.74
18.81667,5.3405,5.6958,18.81667,93.66689,94.79
18.83333,5.34243,5.70204,18.83333,93.66042,94.69
18.85,5.34435,5.70831,18.85,93.65394,94.71
18.86667,5.34629,5.71463,18.86667,93.64747,94.61
18.88333,5.34821,5.72097,18.88333,93.64099,94.62
18.9,5.35014,5.72737,18.9,93.63451,94.6
18.91667,5.35206,5.7338,18.91667,93.62802,94.59
18.93333,5.35399,5.74029,18.93333,93.62154,94.59
18.95,5.35592,5.74677,18.95,93.61505,94.51
18.96667,5.35784,5.75326,18.96667,93.60856,94.48
18.98333,5.35976,5.75975,18.98333,93.60206,94.5
19,5.36169,5.76625,19,93.59557,94.71
19.01667,5.36361,5.77277,19.01667,93.58907,94.84
19.03333,5.36554,5.77933,19.03333,93.58257,94.9
19.05,5.36746,5.78595,19.05,93.57606,94.82
19.06667,5.36938,5.79263,19.06667,93.56955,94.81
19.08333,5.3713,5.79933,19.08333,93.56303,94.84
19.1,5.37323,5.80608,19.1,93.55651,94.85
19.11667,5.37515,5.81286,19.11667,93.54999,94.84
19.13333,5.37707,5.81967,19.13333,93.54346,94.89
19.15,5.379,5.82649,19.15,93.53693,94.86
19.16667,5.38092,5.83333,19.16667,93.53039,94.75
19.18333,5.38285,5.84019,19.18333,93.52385,94.81
19.2,5.38477,5.84708,19.2,93.5173,94.86
19.21667,5.3867,5.85397,19.21667,93.51075,94.88
19.23333,5.38863,5.86088,19.23333,93.50419,94.89
19.25,5.39055,5.8678,19.25,93.49763,94.95
19.26667,5.39248,5.87474,19.26667,93.49107,94.98
19.28333,5.39441,5.88173,19.28333,93.4845,94.96
19.3,5.39634,5.88876,19.3,93.47792,95.04
19.31667,5.39827,5.89582,19.31667,93.47134,95.01
19.33333,5.4002,5.90292,19.33333,93.46476,95.04
19.35,5.40213,5.91005,19.35,93.45817,95.06
19.36667,5.40407,5.91721,19.36667,93.45158,95.05
19.38333,5.406,5.92442,19.38333,93.44499,95.05
19.4,5.40794,5.93167,19.4,93.43839,95.01
19.41667,5.40988,5.93896,19.41667,93.43178,94.99
19.43333,5.41182,5.94628,19.43333,93.42517,95.01
19.45,5.41376,5.95361,19.45,93.41856,95.01
19.46667,5.4157,5.96095,19.46667,93.41194,95.09
19.48333,5.41764,5.96829,19.48333,93.40532,95.04
19.5,5.41959,5.97561,19.5,93.3987,95.04
19.51667,5.42154,5.9829,19.51667,93.39207,95.05
19.53333,5.42349,5.99016,19.53333,93.38544,95.07
19.55,5.42543,5.99736,19.55,93.3788,95
19.56667,5.42739,6.0045,19.56667,93.37216,95.02
19.58333,5.42935,6.01159,19.58333,93.36552,95
19.6,5.4313,6.0186,19.6,93.35887,95.01
19.61667,5.43326,6.02552,19.61667,93.35222,95.02
19.63333,5.43523,6.03246,19.63333,93.34557,94.99
19.65,5.43719,6.03934,19.65,93.33891,95.01
19.66667,5.43915,6.04616,19.66667,93.33224,94.91
19.68333,5.44112,6.0529,19.68333,93.32558,94.99
19.7,5.4431,6.05957,19.7,93.31891,94.94
19.71667,5.44507,6.06616,19.71667,93.31223,94.86
19.73333,5.44704,6.07268,19.73333,93.30556,94.82
19.75,5.44902,6.07912,19.75,93.29888,94.85
19.76667,5.45101,6.08552,19.76667,93.29219,94.82
19.78333,5.45299,6.09186,19.78333,93.28551,94.86
19.8,5.45497,6.09817,19.8,93.27882,94.86
19.81667,5.45697,6.10443,19.81667,93.27212,94.49
19.83333,5.45896,6.11065,19.83333,93.26542,94.45
19.85,5.46096,6.11684,19.85,93.25872,94.44
19.86667,5.46296,6.12299,19.86667,93.25202,94.36
19.88333,5.46496,6.12911,19.88333,93.24531,94.27
19.9,5.46697,6.13515,19.9,93.2386,94.16
19.91667,5.46897,6.14119,19.91667,93.23189,94.18
19.93333,5.47099,6.14726,19.93333,93.22517,94.14
19.95,5.47301,6.15335,19.95,93.21845,94.06
19.96667,5.47503,6.15948,19.96667,93.21172,94.01
19.98333,5.47705,6.16564,19.98333,93.205,93.99
20,5.47908,6.1718,20,93.19827,93.93
20.01667,5.48111,6.17793,20.01667,93.19153,93.82
20.03333,5.48314,6.18402,20.03333,93.1848,93.69
20.05,5.48519,6.19003,20.05,93.17806,93.61
20.06667,5.48723,6.19596,20.06667,93.17132,93.55
20.08333,5.48927,6.20179,20.08333,93.16457,93.55
20.1,5.49133,6.20751,20.1,93.15783,93.59
20.11667,5.49338,6.21308,20.11667,93.15108,93.5
20.13333,5.49544,6.21851,20.13333,93.14433,93.46
20.15,5.49751,6.22377,20.15,93.13757,93.54
20.16667,5.49957,6.22885,20.16667,93.13082,93.49
20.18333,5.50164,6.23375,20.18333,93.12406,93.52
20.2,5.50372,6.23846,20.2,93.1173,93.45
20.21667,5.5058,6.24296,20.21667,93.11054,93.43
20.23333,5.50789,6.24725,20.23333,93.10377,93.4
20.25,5.50998,6.25131,20.25,93.09701,93.35
20.26667,5.51208,6.25512,20.26667,93.09024,93.26
20.28333,5.51418,6.25866,20.28333,93.08347,93.24
20.3,5.51628,6.26192,20.3,93.07669,93.21
20.31667,5.51839,6.26491,20.31667,93.06992,93.25
20.33333,5.52051,6.26761,20.33333,93.06314,93.2
20.35,5.52263,6.27004,20.35,93.05636,93.2
20.36667,5.52476,6.27218,20.36667,93.04958,93.16
20.38333,5.52689,6.274,20.38333,93.0428,93.12
20.4,5.52902,6.27552,20.4,93.03602,93.14
20.41667,5.53116,6.27675,20.41667,93.02923,93.12
20.43333,5.53331,6.27771,20.43333,93.02245,93.18
20.45,5.53547,6.27841,20.45,93.01566,93.18
20.46667,5.53762,6.27886,20.46667,93.00887,93.19
20.48333,5.53979,6.27908,20.48333,93.00208,93.21
20.5,5.54196,6.27908,20.5,92.99529,93.21
20.51667,5.54413,6.2789,20.51667,92.9885,93.2
20.53333,5.54631,6.27855,20.53333,92.98171,93.11
20.55,5.5485,6.28337,20.55,92.97491,93.18
20.56667,5.55069,6.28696,20.56667,92.96812,93.14
20.58333,5.55289,6.28938,20.58333,92.96132,93.1
20.6,5.5551,6.29069,20.6,92.95453,93.11
20.61667,5.55731,6.29093,20.61667,92.94773,93.12
20.63333,5.55953,6.29012,20.63333,92.94093,93.11
20.65,5.56175,6.28836,20.65,92.93413,93.09
20.66667,5.56398,6.28572,20.66667,92.92733,93.07
20.68333,5.56622,6.2823,20.68333,92.92053,93.09
20.7,5.56846,6.27813,20.7,92.91373,93.12
20.71667,5.57071,6.27328,20.71667,92.90693,93.1
20.73333,5.57297,6.26781,20.73333,92.90012,93.1
20.75,5.57523,6.26185,20.75,92.89332,93.11
20.76667,5.5775,6.25532,20.76667,92.88651,93.09
20.78333,5.57978,6.24826,20.78333,92.87971,93.02
20.8,5.58206,6.24075,20.8,92.8729,92.96
20.81667,5.58435,6.2328,20.81667,92.8661,93
20.83333,5.58665,6.22447,20.83333,92.85929,93
20.85,5.58895,6.21581,20.85,92.85248,93
20.86667,5.59126,6.20688,20.86667,92.84568,92.99
20.88333,5.59358,6.19771,20.88333,92.83887,92.96
20.9,5.59591,6.18836,20.9,92.83206,92.96
20.91667,5.59824,6.17888,20.91667,92.82525,92.94
20.93333,5.60059,6.16933,20.93333,92.81844,92.93
20.95,5.60293,6.15975,20.95,92.81163,92.94
20.96667,5.60529,6.15022,20.96667,92.80482,93.01
20.98333,5.60766,6.14077,20.98333,92.79801,92.93
21,5.6096,6.13145,21,92.7912,93.1
21.01667,5.61155,6.12231,21.01667,92.78439,93.07
21.03333,5.6135,6.11337,21.03333,92.77758,93.02
21.05,5.61544,6.1047,21.05,92.77077,93.12
21.06667,5.61739,6.09633,21.06667,92.76396,93.1
21.08333,5.61933,6.08827,21.08333,92.75714,93.11
21.1,5.62128,6.08056,21.1,92.75033,93.1
21.11667,5.62323,6.07326,21.11667,92.74351,93.06
21.13333,5.62517,6.06643,21.13333,92.7367,93.14
21.15,5.62711,6.06012,21.15,92.72988,93.09
21.16667,5.62906,6.05439,21.16667,92.72306,93.12
21.18333,5.631,6.04927,21.18333,92.71624,93.12
21.2,5.63294,6.04477,21.2,92.70942,93.14
21.21667,5.63489,6.04094,21.21667,92.7026,93.07
21.23333,5.63683,6.03786,21.23333,92.69577,93.07
21.25,5.63877,6.03557,21.25,92.68895,93.1
21.26667,5.64071,6.03413,21.26667,92.68212,93.15
21.28333,5.64266,6.03355,21.28333,92.67529,93.09
21.3,5.6446,6.03388,21.3,92.66846,93.06
21.31667,5.64654,6.03519,21.31667,92.66163,93.06
21.33333,5.64848,6.03752,21.33333,92.6548,92.86
21.35,5.65043,6.04092,21.35,92.64796,92.79
21.36667,5.65237,6.04541,21.36667,92.64113,92.77
21.38333,5.65431,6.05105,21.38333,92.63429,92.8
21.4,5.65625,6.05142,21.4,92.62745,92.75
21.41667,5.6582,6.05185,21.41667,92.62061,92.76
21.43333,5.66014,6.05233,21.43333,92.61377,92.7
21.45,5.66208,6.05286,21.45,92.60693,92.69
21.46667,5.66402,6.05341,21.46667,92.60009,92.68
21.48333,5.66597,6.054,21.48333,92.59325,92.66
21.5,5.66791,6.05461,21.5,92.5864,92.6
21.51667,5.66986,6.05526,21.51667,92.57956,92.64
21.53333,5.6718,6.05591,21.53333,92.57271,92.66
21.55,5.67375,6.05659,21.55,92.56586,92.61
21.56667,5.67569,6.05728,21.56667,92.55901,92.6
21.58333,5.67764,6.05799,21.58333,92.55216,92.52
21.6,5.67958,6.05871,21.6,92.54531,92.55
21.61667,5.68154,6.05952,21.61667,92.53846,92.48
21.63333,5.68348,6.06039,21.63333,92.53161,92.51
21.65,5.68543,6.06132,21.65,92.52475,92.46
21.66667,5.68738,6.06229,21.66667,92.5179,92.48
21.68333,5.68933,6.06329,21.68333,92.51104,92.45
21.7,5.69128,6.06433,21.7,92.50418,92.45
21.71667,5.69323,6.06539,21.71667,92.49732,92.48
21.73333,5.69519,6.06649,21.73333,92.49046,92.46
21.75,5.69714,6.06762,21.75,92.4836,92.43
21.76667,5.69909,6.0688,21.76667,92.47674,92.35
21.78333,5.70105,6.07004,21.78333,92.46988,92.35
21.8,5.70301,6.0713,21.8,92.46302,92.34
21.81667,5.70496,6.07258,21.81667,92.45615,92.24
21.83333,5.70692,6.07386,21.83333,92.44929,92.15
21.85,5.70888,6.07512,21.85,92.44242,92.15
21.86667,5.71084,6.07635,21.86667,92.43556,92.11
21.88333,5.7128,6.07751,21.88333,92.42869,92.09
21.9,5.71476,6.0786,21.9,92.42182,92.09
21.91667,5.71673,6.07962,21.91667,92.41496,92.12
21.93333,5.71869,6.08057,21.93333,92.40809,92.19
21.95,5.72065,6.08147,21.95,92.40122,92.1
21.96667,5.72262,6.0823,21.96667,92.39435,92.07
21.98333,5.72459,6.08306,21.98333,92.38747,92.09
22,5.72656,6.08372,22,92.3806,92.1
22.01667,5.72853,6.08428,22.01667,92.37373,92.04
22.03333,5.7305,6.08472,22.03333,92.36686,92.05
22.05,5.73248,6.08503,22.05,92.35998,92.02
22.06667,5.73446,6.08523,22.06667,92.35311,92.05
22.08333,5.73643,6.08533,22.08333,92.34623,92.04
22.1,5.73841,6.0853,22.1,92.33935,92.07
22.11667,5.74039,6.08515,22.11667,92.33248,92.05
22.13333,5.74237,6.08491,22.13333,92.3256,92.05
22.15,5.74435,6.08458,22.15,92.31872,92.04
22.16667,5.74634,6.08418,22.16667,92.31184,92
22.18333,5.74833,6.08372,22.18333,92.30495,91.95
22.2,5.75032,6.08319,22.2,92.29807,91.98
22.21667,5.75231,6.08261,22.21667,92.29119,91.94
22.23333,5.7543,6.08198,22.23333,92.2843,91.85
22.25,5.75629,6.0813,22.25,92.27741,91.89
22.26667,5.75829,6.08058,22.26667,92.27053,91.82
22.28333,5.76029,6.07982,22.28333,92.26364,91.88
22.3,5.76229,6.07903,22.3,92.25675,91.88
22.31667,5.76429,6.07822,22.31667,92.24986,91.88
22.33333,5.76629,6.07741,22.33333,92.24297,91.82
22.35,5.76829,6.07659,22.35,92.23607,91.79
22.36667,5.7703,6.07577,22.36667,92.22918,91.8
22.38333,5.77231,6.07489,22.38333,92.22229,91.81
22.4,5.77433,6.07399,22.4,92.21539,91.59
22.41667,5.77634,6.0731,22.41667,92.20849,91.61
22.43333,5.77836,6.07222,22.43333,92.2016,91.73
22.45,5.78038,6.07138,22.45,92.1947,91.77
22.46667,5.7824,6.07055,22.46667,92.1878,91.8
22.48333,5.78442,6.06976,22.48333,92.1809,91.84
22.5,5.78645,6.06901,22.5,92.174,91.93
22.51667,5.78848,6.06832,22.51667,92.16709,91.93
22.53333,5.79051,6.06768,22.53333,92.16019,91.9
22.55,5.79254,6.06711,22.55,92.15328,91.94
22.56667,5.79457,6.0666,22.56667,92.14638,91.95
22.58333,5.7966,6.06619,22.58333,92.13947,92.05
22.6,5.79864,6.06587,22.6,92.13256,91.99
22.61667,5.80068,6.06562,22.61667,92.12565,91.9
22.63333,5.80272,6.06541,22.63333,92.11873,91.76
22.65,5.80476,6.06525,22.65,92.11182,91.69
22.66667,5.80682,6.06514,22.66667,92.10491,91.68
22.68333,5.80886,6.06504,22.68333,92.09799,91.71
22.7,5.81091,6.06497,22.7,92.09107,91.74
22.71667,5.81296,6.06491,22.71667,92.08416,91.81
22.73333,5.81502,6.06489,22.73333,92.07724,91.84
22.75,5.81708,6.0649,22.75,92.07032,91.82
22.76667,5.81914,6.06491,22.76667,92.06339,91.95
22.78333,5.8212,6.06495,22.78333,92.05647,91.86
22.8,5.82327,6.06496,22.8,92.04955,91.89
22.81667,5.82534,6.065,22.81667,92.04262,91.94
22.83333,5.82741,6.06505,22.83333,92.03569,92.02
22.85,5.82948,6.06508,22.85,92.02877,92.05
22.86667,5.83177,6.06502,22.86667,92.02184,92.05
22.88333,5.83405,6.06489,22.88333,92.01491,91.98
22.9,5.83633,6.06468,22.9,92.00798,92.01
22.91667,5.83862,6.06445,22.91667,92.00104,92
22.93333,5.84089,6.0642,22.93333,91.99411,91.96
22.95,5.84317,6.06397,22.95,91.98718,91.94
22.96667,5.84545,6.06379,22.96667,91.98024,91.98
22.98333,5.84773,6.0635,22.98333,91.97331,91.91
23,5.85001,6.0631,23,91.96637,91.88
23.01667,5.85228,6.0626,23.01667,91.95943,91.84
23.03333,5.85456,6.06218,23.03333,91.9525,91.89
23.05,5.85683,6.06189,23.05,91.94556,91.84
23.06667,5.85911,6.06179,23.06667,91.93862,91.81
23.08333,5.86137,6.06201,23.08333,91.93169,91.81
23.1,5.86365,6.0624,23.1,91.92475,91.77
23.11667,5.86592,6.06299,23.11667,91.91781,91.76
23.13333,5.86819,6.06389,23.13333,91.91087,91.66
23.15,5.87047,6.06521,23.15,91.90393,91.71
23.16667,5.87273,6.06685,23.16667,91.89699,91.7
23.18333,5.87501,6.06883,23.18333,91.89005,91.73
23.2,5.87728,6.07111,23.2,91.88312,91.69
23.21667,5.87955,6.07396,23.21667,91.87618,91.71
23.23333,5.88182,6.07741,23.23333,91.86924,91.68
23.25,5.8841,6.08145,23.25,91.8623,91.64
23.26667,5.88636,6.08608,23.26667,91.85535,91.55
23.28333,5.88864,6.0913,23.28333,91.84841,91.59
23.3,5.89091,6.09711,23.3,91.84147,91.52
23.31667,5.89318,6.10354,23.31667,91.83453,91.5
23.33333,5.89545,6.11056,23.33333,91.82759,91.5
23.35,5.89772,6.11817,23.35,91.82065,91.49
23.36667,5.9,6.12635,23.36667,91.81371,91.49
23.38333,5.90227,6.13509,23.38333,91.80677,91.48
23.4,5.90455,6.14437,23.4,91.79982,91.44
23.41667,5.90682,6.15418,23.41667,91.79288,91.46
23.43333,5.9091,6.16445,23.43333,91.78594,91.49
23.45,5.91137,6.17516,23.45,91.779,91.45
23.46667,5.91366,6.18627,23.46667,91.77205,91.38
23.48333,5.91593,6.19776,23.48333,91.76511,91.41
23.5,5.91821,6.20959,23.5,91.75817,91.44
23.51667,5.9205,6.22174,23.51667,91.75122,91.39
23.53333,5.92278,6.23416,23.53333,91.74428,91.43
23.55,5.92506,6.24685,23.55,91.73734,91.4
23.56667,5.92734,6.25974,23.56667,91.73039,91.39
23.58333,5.92963,6.2728,23.58333,91.72345,91.38
23.6,5.93191,6.28597,23.6,91.7165,91.36
23.61667,5.9342,6.29923,23.61667,91.70956,91.36
23.63333,5.93649,6.3125,23.63333,91.70261,91.36
23.65,5.93878,6.32577,23.65,91.69567,91.32
23.66667,5.94108,6.33897,23.66667,91.68872,91.4
23.68333,5.94336,6.35204,23.68333,91.68178,91.36
23.7,5.94566,6.36495,23.7,91.67483,91.25
23.71667,5.94796,6.37777,23.71667,91.66789,91.24
23.73333,5.95026,6.39046,23.73333,91.66094,91.27
23.75,5.95256,6.40302,23.75,91.654,91.26
23.76667,5.95487,6.41539,23.76667,91.64706,91.25
23.78333,5.95717,6.42755,23.78333,91.64011,91.25
23.8,5.95947,6.43948,23.8,91.63317,91.24
23.81667,5.96178,6.45113,23.81667,91.62623,91.19
23.83333,5.96409,6.46268,23.83333,91.61929,91.23
23.85,5.9664,6.4742,23.85,91.61235,91.27
23.86667,5.96872,6.48578,23.86667,91.60541,91.27
23.88333,5.97104,6.49729,23.88333,91.59847,91.19
23.9,5.97335,6.50874,23.9,91.59153,91.18
23.91667,5.97568,6.52012,23.91667,91.58459,91.05
23.93333,5.978,6.53131,23.93333,91.57765,90.98
23.95,5.98032,6.54247,23.95,91.57071,91.01
23.96667,5.98266,6.55363,23.96667,91.56378,91.01
23.98333,5.98499,6.56475,23.98333,91.55684,90.95
24,5.98732,6.57571,24,91.54991,90.9
24.01667,5.98966,6.58666,24.01667,91.54297,90.88
24.03333,5.99199,6.59761,24.03333,91.53604,90.86
24.05,5.99434,6.60867,24.05,91.5291,90.85
24.06667,5.99668,6.61965,24.06667,91.52217,90.85
24.08333,5.99903,6.6306,24.08333,91.51523,90.86
24.1,6.00138,6.64147,24.1,91.5083,90.84
24.11667,6.00373,6.65223,24.11667,91.50137,90.86
24.13333,6.00609,6.66287,24.13333,91.49444,90.89
24.15,6.00845,6.67338,24.15,91.4875,90.85
24.16667,6.01082,6.68375,24.16667,91.48057,90.88
24.18333,6.01318,6.69396,24.18333,91.47364,90.93
24.2,6.01555,6.704,24.2,91.46671,90.89
24.21667,6.01792,6.71385,24.21667,91.45979,90.93
24.23333,6.0203,6.72349,24.23333,91.45286,90.91
24.25,6.02268,6.73292,24.25,91.44593,91.01
24.26667,6.02506,6.74212,24.26667,91.439,90.96
24.28333,6.02745,6.75111,24.28333,91.43208,91.04
24.3,6.02984,6.75992,24.3,91.42515,90.96
24.31667,6.03223,6.76855,24.31667,91.41823,90.99
24.33333,6.03463,6.77708,24.33333,91.4113,91
24.35,6.03703,6.78552,24.35,91.40438,90.99
24.36667,6.03943,6.79384,24.36667,91.39746,90.98
24.38333,6.04184,6.80206,24.38333,91.39053,90.9
24.4,6.04426,6.81018,24.4,91.38361,90.89
24.41667,6.04667,6.81812,24.41667,91.37669,90.88
24.43333,6.04909,6.82599,24.43333,91.36977,90.86
24.45,6.05151,6.83378,24.45,91.36285,90.84
24.46667,6.05394,6.84149,24.46667,91.35593,90.84
24.48333,6.05637,6.84913,24.48333,91.34901,90.76
24.5,6.05882,6.85668,24.5,91.3421,90.8
24.51667,6.06125,6.86417,24.51667,91.33518,90.8
24.53333,6.0637,6.87161,24.53333,91.32826,90.76
24.55,6.06614,6.87898,24.55,91.32134,90.74
24.56667,6.0686,6.88632,24.56667,91.31443,90.75
24.58333,6.07106,6.89361,24.58333,91.30751,90.75
24.6,6.07352,6.90086,24.6,91.3006,90.71
24.61667,6.07599,6.90806,24.61667,91.29368,90.69
24.63333,6.07846,6.91523,24.63333,91.28677,90.71
24.65,6.08094,6.92234,24.65,91.27986,90.69
24.66667,6.08342,6.92939,24.66667,91.27294,90.74
24.68333,6.08591,6.93638,24.68333,91.26603,90.84
24.7,6.0884,6.9433,24.7,91.25912,90.88
24.71667,6.09089,6.95016,24.71667,91.25222,90.86
24.73333,6.09339,6.95696,24.73333,91.24531,90.82
24.75,6.09589,6.96368,24.75,91.2384,90.77
24.76667,6.09841,6.9703,24.76667,91.2315,90.86
24.78333,6.10092,6.97681,24.78333,91.2246,90.93
24.8,6.10344,6.98324,24.8,91.21769,90.96
24.81667,6.10597,6.9896,24.81667,91.21079,90.9
24.83333,6.10849,6.9959,24.83333,91.20389,90.89
24.85,6.11103,7.00209,24.85,91.197,90.91
24.86667,6.11357,7.00815,24.86667,91.1901,90.91
24.88333,6.11612,7.01411,24.88333,91.18321,90.88
24.9,6.11867,7.01992,24.9,91.17631,90.93
24.91667,6.12123,7.02554,24.91667,91.16942,90.93
24.93333,6.12379,7.03095,24.93333,91.16253,90.89
24.95,6.12636,7.03615,24.95,91.15565,90.93
24.96667,6.12893,7.04114,24.96667,91.14876,90.89
24.98333,6.13151,7.0459,24.98333,91.14187,90.95
25,6.13409,7.05043,25,91.13499,90.95
25.01667,6.13668,7.05471,25.01667,91.12811,90.94
25.03333,6.13928,7.05873,25.03333,91.12123,90.96
25.05,6.14188,7.0625,25.05,91.11435,90.93
25.06667,6.14449,7.06603,25.06667,91.10748,90.99
25.08333,6.1471,7.06927,25.08333,91.1006,90.95
25.1,6.14972,7.07224,25.1,91.09373,90.94
25.11667,6.15234,7.07497,25.11667,91.08686,90.95
25.13333,6.15497,7.07747,25.13333,91.07999,90.95
25.15,6.15719,7.07983,25.15,91.07312,90.93
25.16667,6.1594,7.08191,25.16667,91.06626,90.95
25.18333,6.16161,7.08368,25.18333,91.0594,90.91
25.2,6.16382,7.08521,25.2,91.05254,90.86
25.21667,6.16602,7.08651,25.21667,91.04568,90.89
25.23333,6.16823,7.08765,25.23333,91.03882,90.85
25.25,6.17043,7.08863,25.25,91.03196,90.8
25.26667,6.17263,7.08958,25.26667,91.02511,90.79
25.28333,6.17482,7.09046,25.28333,91.01826,90.74
25.3,6.17702,7.09131,25.3,91.01141,90.81
25.31667,6.17921,7.09217,25.31667,91.00456,90.77
25.33333,6.1814,7.09307,25.33333,90.99771,90.76
25.35,6.18358,7.09402,25.35,90.99087,90.81
25.36667,6.18577,7.09506,25.36667,90.98402,90.76
25.38333,6.18796,7.0962,25.38333,90.97718,90.74
25.4,6.19014,7.09749,25.4,90.97034,90.66
25.41667,6.19232,7.09894,25.41667,90.9635,90.74
25.43333,6.1945,7.10055,25.43333,90.95667,90.69
25.45,6.19667,7.10237,25.45,90.94983,90.68
25.46667,6.19884,7.1044,25.46667,90.943,90.68
25.48333,6.20101,7.10664,25.48333,90.93617,90.71
25.5,6.20318,7.10912,25.5,90.92934,90.74
25.51667,6.20535,7.11186,25.51667,90.92251,90.73
25.53333,6.20752,7.11486,25.53333,90.91569,90.64
25.55,6.20968,7.11814,25.55,90.90886,90.7
25.56667,6.21184,7.12166,25.56667,90.90204,90.65
25.58333,6.21401,7.12542,25.58333,90.89522,90.66
25.6,6.21616,7.12942,25.6,90.8884,90.66
25.61667,6.21832,7.1337,25.61667,90.88158,90.61
25.63333,6.22047,7.13824,25.63333,90.87477,90.59
25.65,6.22262,7.14302,25.65,90.86795,90.59
25.66667,6.22478,7.14803,25.66667,90.86114,90.52
25.68333,6.22693,7.15325,25.68333,90.85433,90.55
25.7,6.22907,7.15865,25.7,90.84752,90.5
25.71667,6.23122,7.16416,25.71667,90.84071,90.48
25.73333,6.23336,7.16978,25.73333,90.8339,90.44
25.75,6.2355,7.17549,25.75,90.8271,90.4
25.76667,6.23764,7.18127,25.76667,90.82029,90.43
25.78333,6.23978,7.18706,25.78333,90.81349,90.36
25.8,6.24191,7.19285,25.8,90.80669,90.41
25.81667,6.24405,7.19862,25.81667,90.7999,90.35
25.83333,6.24618,7.20433,25.83333,90.7931,90.4
25.85,6.24831,7.20996,25.85,90.78631,90.36
25.86667,6.25045,7.2155,25.86667,90.77951,90.39
25.88333,6.25258,7.22092,25.88333,90.77272,90.36
25.9,6.2547,7.22616,25.9,90.76594,90.39
25.91667,6.25682,7.23121,25.91667,90.75915,90.35
25.93333,6.25895,7.23609,25.93333,90.75237,90.39
25.95,6.26107,7.24082,25.95,90.74559,90.39
25.96667,6.26319,7.24536,25.96667,90.73881,90.45
25.98333,6.26531,7.24971,25.98333,90.73203,90.44
26,6.26742,7.25377,26,90.72526,90.43
26.01667,6.26954,7.25771,26.01667,90.71849,90.51
26.03333,6.27165,7.26153,26.03333,90.71172,90.52
26.05,6.27376,7.26524,26.05,90.70496,90.56
26.06667,6.27588,7.26884,26.06667,90.6982,90.51
26.08333,6.27799,7.27233,26.08333,90.69144,90.59
26.1,6.28009,7.27569,26.1,90.68468,90.54
26.11667,6.2822,7.27892,26.11667,90.67793,90.65
26.13333,6.28431,7.28202,26.13333,90.67117,90.56
26.15,6.28641,7.28498,26.15,90.66443,90.55
26.16667,6.28851,7.28778,26.16667,90.65768,90.57
26.18333,6.29061,7.29039,26.18333,90.65094,90.64
26.2,6.29271,7.29285,26.2,90.6442,90.61
26.21667,6.29481,7.29512,26.21667,90.63746,90.65
26.23333,6.2969,7.29721,26.23333,90.63073,90.68
26.25,6.299,7.29909,26.25,90.624,90.6
26.26667,6.30109,7.30076,26.26667,90.61727,90.57
26.28333,6.30319,7.30222,26.28333,90.61054,90.6
26.3,6.30528,7.30343,26.3,90.60382,90.52
26.31667,6.30736,7.30442,26.31667,90.5971,90.48
26.33333,6.30945,7.30519,26.33333,90.59038,90.45
26.35,6.31154,7.30573,26.35,90.58367,90.48
26.36667,6.31363,7.30605,26.36667,90.57696,90.4
26.38333,6.31571,7.30614,26.38333,90.57025,90.43
26.4,6.31779,7.30599,26.4,90.56355,90.36
26.41667,6.31988,7.30563,26.41667,90.55685,90.36
